model,timestamp,java_cpu,java_mem_MB,flask_cpu,flask_mem_MB
google/gemma-2-2b-it,146.78,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,147.08,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,147.38,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,147.68,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,147.98,0.00,1154.98,399.30,11354.64
google/gemma-2-2b-it,148.28,0.00,1154.98,399.00,11354.64
google/gemma-2-2b-it,148.59,0.00,1154.98,399.00,11354.64
google/gemma-2-2b-it,148.89,0.00,1154.98,398.80,11354.64
google/gemma-2-2b-it,149.19,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,149.49,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,149.79,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,150.09,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,150.39,0.00,1154.98,389.10,11354.64
google/gemma-2-2b-it,150.70,0.00,1154.98,399.30,11354.64
google/gemma-2-2b-it,151.00,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,151.30,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,151.60,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,151.90,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,152.20,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,152.50,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,152.81,0.00,1154.98,399.30,11354.64
google/gemma-2-2b-it,153.11,0.00,1154.98,389.10,11354.64
google/gemma-2-2b-it,153.41,0.00,1154.98,399.30,11354.64
google/gemma-2-2b-it,153.71,0.00,1154.98,389.10,11354.64
google/gemma-2-2b-it,154.01,0.00,1154.98,399.30,11354.64
google/gemma-2-2b-it,154.31,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,154.61,0.00,1154.98,409.10,11354.64
google/gemma-2-2b-it,154.91,0.00,1154.98,409.10,11354.64
google/gemma-2-2b-it,155.22,0.00,1154.98,389.20,11354.64
google/gemma-2-2b-it,155.52,0.00,1154.98,398.70,11354.64
google/gemma-2-2b-it,155.82,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,156.12,0.00,1154.98,389.10,11354.64
google/gemma-2-2b-it,156.42,0.00,1154.98,409.00,11354.64
google/gemma-2-2b-it,156.72,0.00,1154.98,389.20,11354.64
google/gemma-2-2b-it,157.02,0.00,1154.98,418.90,11354.64
google/gemma-2-2b-it,157.33,0.00,1154.98,389.30,11354.64
google/gemma-2-2b-it,157.63,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,157.93,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,158.23,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,158.53,0.00,1154.98,399.30,11354.64
google/gemma-2-2b-it,158.83,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,159.13,0.00,1154.98,399.30,11354.64
google/gemma-2-2b-it,159.44,0.00,1154.98,389.30,11354.64
google/gemma-2-2b-it,159.74,0.00,1154.98,399.00,11354.64
google/gemma-2-2b-it,160.04,0.00,1154.98,409.20,11354.64
google/gemma-2-2b-it,160.34,0.00,1154.98,409.10,11354.64
google/gemma-2-2b-it,160.64,0.00,1154.98,389.20,11354.64
google/gemma-2-2b-it,160.94,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,161.24,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,161.55,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,161.85,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,162.15,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,162.45,0.00,1154.98,399.30,11354.64
google/gemma-2-2b-it,162.75,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,163.05,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,163.35,10.00,1154.98,389.10,11354.64
google/gemma-2-2b-it,163.65,0.00,1154.98,389.10,11354.64
google/gemma-2-2b-it,163.96,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,164.26,0.00,1154.98,399.30,11354.64
google/gemma-2-2b-it,164.56,0.00,1154.98,389.20,11354.64
google/gemma-2-2b-it,164.86,0.00,1154.98,409.20,11354.64
google/gemma-2-2b-it,165.16,0.00,1154.98,409.10,11354.64
google/gemma-2-2b-it,165.46,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,165.76,0.00,1154.98,399.00,11354.64
google/gemma-2-2b-it,166.07,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,166.37,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,166.67,0.00,1154.98,399.30,11354.64
google/gemma-2-2b-it,166.97,0.00,1154.98,399.30,11354.64
google/gemma-2-2b-it,167.27,0.00,1154.98,389.00,11354.64
google/gemma-2-2b-it,167.57,0.00,1154.98,399.00,11354.64
google/gemma-2-2b-it,167.88,0.00,1154.98,398.90,11354.64
google/gemma-2-2b-it,168.18,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,168.48,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,168.78,0.00,1154.98,399.00,11354.64
google/gemma-2-2b-it,169.08,0.00,1154.98,399.00,11354.64
google/gemma-2-2b-it,169.38,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,169.68,0.00,1154.98,399.00,11354.64
google/gemma-2-2b-it,169.99,0.00,1154.98,398.90,11354.64
google/gemma-2-2b-it,170.29,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,170.59,0.00,1154.98,399.00,11354.64
google/gemma-2-2b-it,170.89,0.00,1154.98,389.20,11354.64
google/gemma-2-2b-it,171.19,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,171.49,0.00,1154.98,408.80,11354.64
google/gemma-2-2b-it,171.80,0.00,1154.98,398.90,11354.64
google/gemma-2-2b-it,172.10,0.00,1154.98,399.10,11354.64
google/gemma-2-2b-it,172.40,0.00,1154.98,398.90,11354.64
google/gemma-2-2b-it,172.70,0.00,1154.98,399.00,11354.64
google/gemma-2-2b-it,173.00,0.00,1154.98,389.00,11354.64
google/gemma-2-2b-it,173.30,0.00,1154.98,389.10,11354.64
google/gemma-2-2b-it,173.60,0.00,1154.98,399.30,11354.64
google/gemma-2-2b-it,173.91,0.00,1154.98,399.20,11354.64
google/gemma-2-2b-it,174.21,0.00,1154.98,389.30,11354.64
google/gemma-2-2b-it,174.51,10.00,1154.98,409.00,11354.64
google/gemma-2-2b-it,174.81,0.00,1154.98,409.10,11354.77
google/gemma-2-2b-it,175.11,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,175.41,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,175.71,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,176.02,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,176.32,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,176.62,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,176.92,0.00,1154.98,408.90,11354.77
google/gemma-2-2b-it,177.22,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,177.52,0.00,1154.98,398.90,11354.77
google/gemma-2-2b-it,177.83,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,178.13,0.00,1154.98,389.00,11354.77
google/gemma-2-2b-it,178.43,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,178.73,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,179.03,0.00,1154.98,389.00,11354.77
google/gemma-2-2b-it,179.33,0.00,1154.98,398.90,11354.77
google/gemma-2-2b-it,179.64,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,179.94,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,180.24,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,180.54,0.00,1154.98,389.20,11354.77
google/gemma-2-2b-it,180.84,0.00,1154.98,399.30,11354.77
google/gemma-2-2b-it,181.14,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,181.45,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,181.75,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,182.05,10.00,1154.98,408.90,11354.77
google/gemma-2-2b-it,182.35,0.00,1154.98,389.00,11354.77
google/gemma-2-2b-it,182.65,0.00,1154.98,398.90,11354.77
google/gemma-2-2b-it,182.95,10.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,183.25,0.00,1154.98,389.20,11354.77
google/gemma-2-2b-it,183.56,0.00,1154.98,389.00,11354.77
google/gemma-2-2b-it,183.86,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,184.16,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,184.46,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,184.76,0.00,1154.98,389.30,11354.77
google/gemma-2-2b-it,185.06,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,185.36,0.00,1154.98,389.10,11354.77
google/gemma-2-2b-it,185.67,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,185.97,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,186.27,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,186.57,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,186.87,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,187.17,0.00,1154.98,399.30,11354.77
google/gemma-2-2b-it,187.47,0.00,1154.98,399.30,11354.77
google/gemma-2-2b-it,187.78,0.00,1154.98,389.30,11354.77
google/gemma-2-2b-it,188.08,0.00,1154.98,389.10,11354.77
google/gemma-2-2b-it,188.38,0.00,1154.98,399.30,11354.77
google/gemma-2-2b-it,188.68,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,188.98,0.00,1154.98,399.40,11354.77
google/gemma-2-2b-it,189.28,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,189.58,0.00,1154.98,398.80,11354.77
google/gemma-2-2b-it,189.89,0.00,1154.98,409.00,11354.77
google/gemma-2-2b-it,190.19,0.00,1154.98,389.00,11354.77
google/gemma-2-2b-it,190.49,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,190.79,0.00,1154.98,398.90,11354.77
google/gemma-2-2b-it,191.09,0.00,1154.98,408.90,11354.77
google/gemma-2-2b-it,191.39,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,191.70,0.00,1154.98,389.10,11354.77
google/gemma-2-2b-it,192.00,0.00,1154.98,398.90,11354.77
google/gemma-2-2b-it,192.30,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,192.60,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,192.90,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,193.20,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,193.50,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,193.81,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,194.11,0.00,1154.98,398.80,11354.77
google/gemma-2-2b-it,194.41,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,194.71,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,195.01,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,195.31,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,195.62,0.00,1154.98,399.30,11354.77
google/gemma-2-2b-it,195.92,0.00,1154.98,399.00,11354.77
google/gemma-2-2b-it,196.22,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,196.52,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,196.82,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,197.12,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,197.43,0.00,1154.98,398.70,11354.77
google/gemma-2-2b-it,197.73,0.00,1154.98,389.20,11354.77
google/gemma-2-2b-it,198.03,0.00,1154.98,398.90,11354.77
google/gemma-2-2b-it,198.33,0.00,1154.98,409.00,11354.77
google/gemma-2-2b-it,198.63,0.00,1154.98,398.90,11354.77
google/gemma-2-2b-it,198.93,0.00,1154.98,398.90,11354.77
google/gemma-2-2b-it,199.24,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,199.54,0.00,1154.98,409.10,11354.77
google/gemma-2-2b-it,199.84,0.00,1154.98,389.30,11354.77
google/gemma-2-2b-it,200.14,0.00,1154.98,409.10,11354.77
google/gemma-2-2b-it,200.44,0.00,1154.98,409.30,11354.77
google/gemma-2-2b-it,200.74,10.00,1154.98,389.20,11354.77
google/gemma-2-2b-it,201.04,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,201.34,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,201.65,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,201.95,0.00,1154.98,399.30,11354.77
google/gemma-2-2b-it,202.25,0.00,1154.98,399.40,11354.77
google/gemma-2-2b-it,202.55,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,202.85,0.00,1154.98,389.10,11354.77
google/gemma-2-2b-it,203.15,0.00,1154.98,409.00,11354.77
google/gemma-2-2b-it,203.45,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,203.76,0.00,1154.98,399.40,11354.77
google/gemma-2-2b-it,204.06,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,204.36,0.00,1154.98,408.90,11354.77
google/gemma-2-2b-it,204.66,0.00,1154.98,409.10,11354.77
google/gemma-2-2b-it,204.96,0.00,1154.98,399.10,11354.77
google/gemma-2-2b-it,205.26,0.00,1154.98,399.20,11354.77
google/gemma-2-2b-it,205.56,0.00,1154.98,399.00,11354.89
google/gemma-2-2b-it,205.87,0.00,1154.98,388.90,11354.89
google/gemma-2-2b-it,206.17,0.00,1154.98,409.10,11354.89
google/gemma-2-2b-it,206.47,0.00,1154.98,399.00,11354.89
google/gemma-2-2b-it,206.77,0.00,1154.98,399.00,11354.89
google/gemma-2-2b-it,207.07,0.00,1154.98,389.00,11354.89
google/gemma-2-2b-it,207.37,0.00,1154.98,389.00,11355.02
google/gemma-2-2b-it,207.68,0.00,1154.98,399.10,11355.02
google/gemma-2-2b-it,207.98,0.00,1154.98,399.10,11355.02
google/gemma-2-2b-it,208.28,0.00,1154.98,399.00,11355.02
google/gemma-2-2b-it,208.58,0.00,1154.98,399.10,11355.02
google/gemma-2-2b-it,208.88,0.00,1154.98,399.00,11355.02
google/gemma-2-2b-it,209.18,0.00,1154.98,389.00,11355.02
google/gemma-2-2b-it,209.48,0.00,1154.98,399.10,11355.02
google/gemma-2-2b-it,209.79,0.00,1154.98,399.00,11355.02
google/gemma-2-2b-it,210.09,0.00,1154.98,408.90,11355.02
google/gemma-2-2b-it,210.39,0.00,1154.98,399.00,11355.02
google/gemma-2-2b-it,210.69,0.00,1154.98,398.90,11355.02
google/gemma-2-2b-it,210.99,0.00,1154.98,398.90,11355.02
google/gemma-2-2b-it,211.29,0.00,1154.98,399.10,11355.02
google/gemma-2-2b-it,211.60,0.00,1154.98,399.00,11355.02
google/gemma-2-2b-it,211.90,0.00,1154.98,398.90,11355.02
google/gemma-2-2b-it,212.20,0.00,1154.98,399.10,11355.02
google/gemma-2-2b-it,212.50,0.00,1154.98,408.90,11355.02
google/gemma-2-2b-it,212.80,0.00,1154.98,399.00,11355.02
google/gemma-2-2b-it,213.10,0.00,1154.98,399.00,11355.02
google/gemma-2-2b-it,213.41,0.00,1154.98,389.20,11355.02
google/gemma-2-2b-it,213.71,10.00,1154.98,399.30,11355.02
google/gemma-2-2b-it,214.01,0.00,1154.98,399.20,11355.02
google/gemma-2-2b-it,214.31,0.00,1154.98,389.10,11355.02
google/gemma-2-2b-it,214.61,0.00,1154.98,409.20,11355.02
google/gemma-2-2b-it,214.91,0.00,1154.98,399.20,11355.02
google/gemma-2-2b-it,215.21,0.00,1154.98,399.00,11355.02
google/gemma-2-2b-it,215.52,0.00,1154.98,399.10,11355.02
google/gemma-2-2b-it,215.82,0.00,1154.98,399.30,11355.02
google/gemma-2-2b-it,216.12,0.00,1154.98,399.10,11355.02
google/gemma-2-2b-it,216.42,0.00,1154.98,399.10,11355.02
google/gemma-2-2b-it,216.72,0.00,1154.98,399.20,11355.02
google/gemma-2-2b-it,217.02,0.00,1154.98,399.10,11355.02
google/gemma-2-2b-it,217.32,0.00,1154.98,389.40,11355.02
google/gemma-2-2b-it,217.62,0.00,1154.98,398.90,11355.02
google/gemma-2-2b-it,217.93,0.00,1154.98,399.10,11355.02
google/gemma-2-2b-it,218.23,0.00,1154.98,408.70,11355.02
google/gemma-2-2b-it,218.53,0.00,1154.98,389.30,11355.02
google/gemma-2-2b-it,218.83,0.00,1154.98,399.20,11355.02
google/gemma-2-2b-it,219.13,0.00,1154.98,389.10,11355.14
google/gemma-2-2b-it,219.43,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,219.73,0.00,1154.98,399.40,11355.14
google/gemma-2-2b-it,220.04,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,220.34,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,220.64,0.00,1154.98,408.90,11355.14
google/gemma-2-2b-it,220.94,0.00,1154.98,389.00,11355.14
google/gemma-2-2b-it,221.24,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,221.54,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,221.84,0.00,1154.98,409.00,11355.14
google/gemma-2-2b-it,222.15,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,222.45,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,222.75,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,223.05,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,223.35,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,223.65,0.00,1154.98,399.50,11355.14
google/gemma-2-2b-it,223.96,0.00,1154.98,409.00,11355.14
google/gemma-2-2b-it,224.26,0.00,1154.98,389.20,11355.14
google/gemma-2-2b-it,224.56,0.00,1154.98,409.20,11355.14
google/gemma-2-2b-it,224.86,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,225.16,0.00,1154.98,398.80,11355.14
google/gemma-2-2b-it,225.46,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,225.76,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,226.07,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,226.37,0.00,1154.98,409.00,11355.14
google/gemma-2-2b-it,226.67,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,226.97,0.00,1154.98,389.30,11355.14
google/gemma-2-2b-it,227.27,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,227.57,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,227.87,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,228.18,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,228.48,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,228.78,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,229.08,0.00,1154.98,398.80,11355.14
google/gemma-2-2b-it,229.38,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,229.68,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,229.98,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,230.29,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,230.59,0.00,1154.98,389.20,11355.14
google/gemma-2-2b-it,230.89,0.00,1154.98,389.10,11355.14
google/gemma-2-2b-it,231.19,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,231.49,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,231.79,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,232.09,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,232.40,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,232.70,0.00,1154.98,389.10,11355.14
google/gemma-2-2b-it,233.00,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,233.30,0.00,1154.98,409.20,11355.14
google/gemma-2-2b-it,233.60,0.00,1154.98,389.10,11355.14
google/gemma-2-2b-it,233.90,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,234.20,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,234.51,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,234.81,0.00,1154.98,389.20,11355.14
google/gemma-2-2b-it,235.11,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,235.41,0.00,1154.98,398.90,11355.14
google/gemma-2-2b-it,235.71,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,236.01,0.00,1154.98,409.00,11355.14
google/gemma-2-2b-it,236.31,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,236.62,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,236.92,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,237.22,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,237.52,0.00,1154.98,409.10,11355.14
google/gemma-2-2b-it,237.82,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,238.12,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,238.42,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,238.73,0.00,1154.98,398.80,11355.14
google/gemma-2-2b-it,239.03,0.00,1154.98,389.20,11355.14
google/gemma-2-2b-it,239.33,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,239.63,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,239.93,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,240.23,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,240.53,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,240.84,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,241.14,0.00,1154.98,409.20,11355.14
google/gemma-2-2b-it,241.44,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,241.74,0.00,1154.98,389.10,11355.14
google/gemma-2-2b-it,242.04,0.00,1154.98,409.00,11355.14
google/gemma-2-2b-it,242.34,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,242.64,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,242.94,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,243.25,0.00,1154.98,389.10,11355.14
google/gemma-2-2b-it,243.55,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,243.85,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,244.15,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,244.45,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,244.75,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,245.05,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,245.36,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,245.66,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,245.96,0.00,1154.98,389.10,11355.14
google/gemma-2-2b-it,246.26,0.00,1154.98,388.90,11355.14
google/gemma-2-2b-it,246.56,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,246.86,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,247.16,0.00,1154.98,389.00,11355.14
google/gemma-2-2b-it,247.47,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,247.77,0.00,1154.98,389.10,11355.14
google/gemma-2-2b-it,248.07,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,248.37,0.00,1154.98,398.90,11355.14
google/gemma-2-2b-it,248.67,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,248.97,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,249.27,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,249.58,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,249.88,0.00,1154.98,389.20,11355.14
google/gemma-2-2b-it,250.18,0.00,1154.98,389.20,11355.14
google/gemma-2-2b-it,250.48,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,250.78,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,251.08,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,251.38,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,251.68,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,251.99,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,252.29,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,252.59,0.00,1154.98,389.30,11355.14
google/gemma-2-2b-it,252.89,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,253.19,0.00,1154.98,409.30,11355.14
google/gemma-2-2b-it,253.49,0.00,1154.98,409.00,11355.14
google/gemma-2-2b-it,253.79,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,254.10,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,254.40,0.00,1154.98,389.20,11355.14
google/gemma-2-2b-it,254.70,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,255.00,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,255.30,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,255.60,10.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,255.90,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,256.21,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,256.51,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,256.81,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,257.11,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,257.41,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,257.71,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,258.01,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,258.32,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,258.62,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,258.92,0.00,1154.98,389.10,11355.14
google/gemma-2-2b-it,259.22,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,259.52,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,259.82,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,260.12,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,260.43,0.00,1154.98,409.10,11355.14
google/gemma-2-2b-it,260.73,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,261.03,0.00,1154.98,399.20,11355.14
google/gemma-2-2b-it,261.33,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,261.63,0.00,1154.98,399.00,11355.14
google/gemma-2-2b-it,261.93,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,262.23,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,262.53,0.00,1154.98,389.30,11355.14
google/gemma-2-2b-it,262.84,0.00,1154.98,409.10,11355.14
google/gemma-2-2b-it,263.14,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,263.44,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,263.74,0.00,1154.98,399.30,11355.14
google/gemma-2-2b-it,264.04,0.00,1154.98,399.10,11355.14
google/gemma-2-2b-it,264.34,0.00,1154.98,389.20,11355.14
google/gemma-2-2b-it,264.64,0.00,1154.98,399.10,11355.14
