model,timestamp,java_cpu,java_mem_MB,flask_cpu,flask_mem_MB
tiiuae/Falcon3-1B-Instruct,410.50,0.00,1077.59,389.10,8279.84
tiiuae/Falcon3-1B-Instruct,410.80,0.00,1077.59,408.90,8279.84
tiiuae/Falcon3-1B-Instruct,411.11,0.00,1077.59,398.90,8279.84
tiiuae/Falcon3-1B-Instruct,411.41,0.00,1077.59,409.10,8279.84
tiiuae/Falcon3-1B-Instruct,411.71,0.00,1077.59,399.10,8279.84
tiiuae/Falcon3-1B-Instruct,412.01,0.00,1077.59,399.10,8279.84
tiiuae/Falcon3-1B-Instruct,412.31,0.00,1077.59,389.20,8279.84
tiiuae/Falcon3-1B-Instruct,412.61,0.00,1077.59,398.90,8279.84
tiiuae/Falcon3-1B-Instruct,412.92,0.00,1077.59,399.10,8279.84
tiiuae/Falcon3-1B-Instruct,413.22,0.00,1077.59,398.90,8279.84
tiiuae/Falcon3-1B-Instruct,413.52,0.00,1077.59,398.90,8279.84
tiiuae/Falcon3-1B-Instruct,413.82,10.00,1077.59,388.90,8279.84
tiiuae/Falcon3-1B-Instruct,414.12,0.00,1077.59,399.20,8279.84
tiiuae/Falcon3-1B-Instruct,414.42,0.00,1077.59,409.10,8279.84
tiiuae/Falcon3-1B-Instruct,414.73,0.00,1077.59,399.00,8279.84
tiiuae/Falcon3-1B-Instruct,415.03,0.00,1077.59,398.90,8279.84
tiiuae/Falcon3-1B-Instruct,415.33,0.00,1077.59,408.90,8280.34
tiiuae/Falcon3-1B-Instruct,415.63,0.00,1077.59,389.00,8280.34
tiiuae/Falcon3-1B-Instruct,415.93,0.00,1077.59,399.10,8280.34
tiiuae/Falcon3-1B-Instruct,416.23,0.00,1077.59,409.10,8280.34
tiiuae/Falcon3-1B-Instruct,416.54,0.00,1077.59,399.10,8280.34
tiiuae/Falcon3-1B-Instruct,416.84,0.00,1077.59,399.20,8280.38
tiiuae/Falcon3-1B-Instruct,417.14,0.00,1077.59,399.00,8315.00
tiiuae/Falcon3-1B-Instruct,417.44,0.00,1077.59,398.90,8326.62
tiiuae/Falcon3-1B-Instruct,417.74,0.00,1077.59,399.20,8332.62
tiiuae/Falcon3-1B-Instruct,418.04,0.00,1077.59,319.50,8005.42
tiiuae/Falcon3-1B-Instruct,418.34,99.70,1080.34,0.00,8005.42
tiiuae/Falcon3-1B-Instruct,418.65,359.10,1080.34,0.00,8005.42
tiiuae/Falcon3-1B-Instruct,418.95,119.70,1084.09,0.00,8005.42
tiiuae/Falcon3-1B-Instruct,419.25,99.80,1084.46,0.00,8005.42
tiiuae/Falcon3-1B-Instruct,419.55,309.20,1119.96,0.00,8005.42
tiiuae/Falcon3-1B-Instruct,419.85,89.80,1327.46,0.00,8005.42
tiiuae/Falcon3-1B-Instruct,420.15,109.70,1327.46,0.00,8005.42
tiiuae/Falcon3-1B-Instruct,420.45,99.70,1327.46,79.80,8005.42
tiiuae/Falcon3-1B-Instruct,420.75,0.00,1327.46,399.30,8051.55
tiiuae/Falcon3-1B-Instruct,421.06,0.00,1327.46,409.30,8014.76
tiiuae/Falcon3-1B-Instruct,421.36,0.00,1324.18,399.50,8020.30
tiiuae/Falcon3-1B-Instruct,421.66,0.00,1324.18,389.20,8042.95
tiiuae/Falcon3-1B-Instruct,421.96,0.00,1324.18,399.30,8044.62
tiiuae/Falcon3-1B-Instruct,422.26,0.00,1324.18,409.30,8090.79
tiiuae/Falcon3-1B-Instruct,422.56,0.00,1324.18,389.30,8097.87
tiiuae/Falcon3-1B-Instruct,422.86,0.00,1324.18,389.30,8123.00
tiiuae/Falcon3-1B-Instruct,423.16,0.00,1324.18,409.30,8127.66
tiiuae/Falcon3-1B-Instruct,423.46,0.00,1324.18,399.30,8061.11
tiiuae/Falcon3-1B-Instruct,423.77,0.00,1324.18,399.30,8085.95
tiiuae/Falcon3-1B-Instruct,424.07,0.00,1324.18,399.30,8105.70
tiiuae/Falcon3-1B-Instruct,424.37,0.00,1324.18,399.40,8136.65
tiiuae/Falcon3-1B-Instruct,424.67,0.00,1324.18,399.10,8155.35
tiiuae/Falcon3-1B-Instruct,424.97,0.00,1324.18,399.30,8176.07
tiiuae/Falcon3-1B-Instruct,425.27,0.00,1324.18,399.30,8180.61
tiiuae/Falcon3-1B-Instruct,425.57,0.00,1324.18,399.00,8107.06
tiiuae/Falcon3-1B-Instruct,425.87,0.00,1324.18,389.10,8107.06
tiiuae/Falcon3-1B-Instruct,426.18,0.00,1324.18,399.30,8107.06
tiiuae/Falcon3-1B-Instruct,426.48,0.00,1324.18,399.10,8107.06
tiiuae/Falcon3-1B-Instruct,426.78,0.00,1324.18,399.30,8107.06
tiiuae/Falcon3-1B-Instruct,427.08,0.00,1324.18,399.10,8107.06
tiiuae/Falcon3-1B-Instruct,427.38,0.00,1324.18,389.10,8107.06
tiiuae/Falcon3-1B-Instruct,427.68,0.00,1324.18,399.00,8107.06
tiiuae/Falcon3-1B-Instruct,427.98,10.00,1324.18,389.10,8107.06
tiiuae/Falcon3-1B-Instruct,428.29,0.00,1324.18,399.30,8107.06
tiiuae/Falcon3-1B-Instruct,428.59,0.00,1324.18,389.30,8107.06
tiiuae/Falcon3-1B-Instruct,428.89,0.00,1324.18,399.10,8107.06
tiiuae/Falcon3-1B-Instruct,429.19,0.00,1324.18,389.30,8107.06
tiiuae/Falcon3-1B-Instruct,429.49,0.00,1324.18,389.20,8107.06
tiiuae/Falcon3-1B-Instruct,429.79,0.00,1324.18,399.00,8107.06
tiiuae/Falcon3-1B-Instruct,430.09,0.00,1324.18,389.10,8107.06
tiiuae/Falcon3-1B-Instruct,430.40,0.00,1324.18,389.10,8107.06
tiiuae/Falcon3-1B-Instruct,430.70,0.00,1324.18,399.30,8076.19
tiiuae/Falcon3-1B-Instruct,431.00,0.00,1324.18,399.20,8081.19
tiiuae/Falcon3-1B-Instruct,431.30,0.00,1324.18,399.10,8081.44
tiiuae/Falcon3-1B-Instruct,431.60,0.00,1324.18,399.10,8081.81
tiiuae/Falcon3-1B-Instruct,431.90,0.00,1324.18,399.20,8082.06
tiiuae/Falcon3-1B-Instruct,432.20,0.00,1324.18,399.10,8082.27
tiiuae/Falcon3-1B-Instruct,432.50,0.00,1324.18,399.20,8082.46
tiiuae/Falcon3-1B-Instruct,432.81,0.00,1324.18,399.10,8082.71
tiiuae/Falcon3-1B-Instruct,433.11,0.00,1324.18,409.20,8082.86
tiiuae/Falcon3-1B-Instruct,433.41,0.00,1324.18,389.20,8087.99
tiiuae/Falcon3-1B-Instruct,433.71,0.00,1324.18,389.40,8088.23
tiiuae/Falcon3-1B-Instruct,434.01,0.00,1324.18,399.20,8088.27
tiiuae/Falcon3-1B-Instruct,434.31,0.00,1324.18,399.30,8088.59
tiiuae/Falcon3-1B-Instruct,434.61,0.00,1324.18,409.00,8089.04
tiiuae/Falcon3-1B-Instruct,434.92,0.00,1324.18,399.20,8088.92
tiiuae/Falcon3-1B-Instruct,435.22,0.00,1324.18,389.10,8091.67
tiiuae/Falcon3-1B-Instruct,435.52,10.00,1324.18,399.10,8091.67
tiiuae/Falcon3-1B-Instruct,435.82,0.00,1324.18,399.20,8091.80
tiiuae/Falcon3-1B-Instruct,436.12,0.00,1324.18,389.10,8094.30
tiiuae/Falcon3-1B-Instruct,436.42,0.00,1324.18,399.00,8094.42
tiiuae/Falcon3-1B-Instruct,436.72,0.00,1324.18,399.10,8097.05
tiiuae/Falcon3-1B-Instruct,437.03,0.00,1324.18,389.10,8097.05
tiiuae/Falcon3-1B-Instruct,437.33,0.00,1324.18,399.10,8097.05
tiiuae/Falcon3-1B-Instruct,437.63,0.00,1324.18,399.20,8099.80
tiiuae/Falcon3-1B-Instruct,437.93,0.00,1324.18,399.10,8099.80
tiiuae/Falcon3-1B-Instruct,438.23,0.00,1324.18,389.10,8113.25
tiiuae/Falcon3-1B-Instruct,438.53,0.00,1324.18,399.40,8099.95
tiiuae/Falcon3-1B-Instruct,438.83,0.00,1324.18,399.20,8099.95
tiiuae/Falcon3-1B-Instruct,439.13,0.00,1324.18,399.10,8099.95
tiiuae/Falcon3-1B-Instruct,439.44,0.00,1324.18,399.00,8099.95
tiiuae/Falcon3-1B-Instruct,439.74,0.00,1324.18,389.20,8099.95
tiiuae/Falcon3-1B-Instruct,440.04,0.00,1324.18,399.00,8099.95
tiiuae/Falcon3-1B-Instruct,440.34,0.00,1324.18,389.10,8099.95
tiiuae/Falcon3-1B-Instruct,440.64,0.00,1324.18,409.20,8099.95
tiiuae/Falcon3-1B-Instruct,440.94,0.00,1324.18,399.10,8099.95
tiiuae/Falcon3-1B-Instruct,441.25,0.00,1324.18,389.10,8099.95
tiiuae/Falcon3-1B-Instruct,441.55,0.00,1324.18,399.20,8099.95
tiiuae/Falcon3-1B-Instruct,441.85,0.00,1324.18,389.30,8099.95
tiiuae/Falcon3-1B-Instruct,442.15,0.00,1324.18,399.20,8099.89
tiiuae/Falcon3-1B-Instruct,442.45,0.00,1324.18,399.20,8113.84
tiiuae/Falcon3-1B-Instruct,442.75,0.00,1324.18,389.20,8099.92
tiiuae/Falcon3-1B-Instruct,443.05,0.00,1324.18,399.30,8099.92
tiiuae/Falcon3-1B-Instruct,443.35,0.00,1324.18,399.10,8099.92
tiiuae/Falcon3-1B-Instruct,443.66,0.00,1324.18,399.20,8099.92
tiiuae/Falcon3-1B-Instruct,443.96,0.00,1324.18,399.30,8099.92
tiiuae/Falcon3-1B-Instruct,444.26,0.00,1324.18,399.30,8099.92
tiiuae/Falcon3-1B-Instruct,444.56,0.00,1324.18,389.30,8099.92
tiiuae/Falcon3-1B-Instruct,444.86,0.00,1324.18,399.30,8099.92
tiiuae/Falcon3-1B-Instruct,445.16,10.00,1324.18,399.20,8099.92
tiiuae/Falcon3-1B-Instruct,445.46,0.00,1324.18,399.10,8099.92
tiiuae/Falcon3-1B-Instruct,445.77,0.00,1324.18,399.20,8101.67
tiiuae/Falcon3-1B-Instruct,446.07,0.00,1324.18,399.30,8104.67
tiiuae/Falcon3-1B-Instruct,446.37,0.00,1324.18,389.30,8104.67
tiiuae/Falcon3-1B-Instruct,446.67,0.00,1324.18,389.10,8104.92
tiiuae/Falcon3-1B-Instruct,446.97,0.00,1324.18,399.10,8133.79
tiiuae/Falcon3-1B-Instruct,447.27,0.00,1324.18,399.10,8133.79
tiiuae/Falcon3-1B-Instruct,447.57,0.00,1324.18,389.10,8133.79
tiiuae/Falcon3-1B-Instruct,447.87,0.00,1324.18,399.10,8104.64
tiiuae/Falcon3-1B-Instruct,448.18,0.00,1324.18,409.10,8105.02
tiiuae/Falcon3-1B-Instruct,448.48,0.00,1324.18,409.00,8105.14
tiiuae/Falcon3-1B-Instruct,448.78,0.00,1324.18,399.10,8105.14
tiiuae/Falcon3-1B-Instruct,449.08,0.00,1324.18,389.30,8108.27
tiiuae/Falcon3-1B-Instruct,449.38,0.00,1324.18,399.20,8108.27
tiiuae/Falcon3-1B-Instruct,449.68,0.00,1324.18,399.10,8108.27
tiiuae/Falcon3-1B-Instruct,449.98,0.00,1324.18,399.40,8108.27
tiiuae/Falcon3-1B-Instruct,450.29,0.00,1324.18,409.10,8108.27
tiiuae/Falcon3-1B-Instruct,450.59,0.00,1324.18,399.10,8108.27
tiiuae/Falcon3-1B-Instruct,450.89,0.00,1324.18,399.30,8108.27
tiiuae/Falcon3-1B-Instruct,451.19,0.00,1324.18,399.20,8108.27
tiiuae/Falcon3-1B-Instruct,451.49,0.00,1324.18,399.10,8108.46
tiiuae/Falcon3-1B-Instruct,451.79,0.00,1324.18,399.30,8138.83
tiiuae/Falcon3-1B-Instruct,452.09,0.00,1324.18,389.10,8138.83
tiiuae/Falcon3-1B-Instruct,452.40,0.00,1324.18,399.10,8142.08
tiiuae/Falcon3-1B-Instruct,452.70,0.00,1324.18,399.10,8145.21
tiiuae/Falcon3-1B-Instruct,453.00,0.00,1324.18,399.10,8145.21
tiiuae/Falcon3-1B-Instruct,453.30,0.00,1324.18,399.20,8145.21
tiiuae/Falcon3-1B-Instruct,453.60,0.00,1324.18,399.00,8145.21
tiiuae/Falcon3-1B-Instruct,453.90,0.00,1324.18,398.90,8145.21
tiiuae/Falcon3-1B-Instruct,454.20,0.00,1324.18,399.10,8145.21
tiiuae/Falcon3-1B-Instruct,454.51,0.00,1324.18,399.10,8145.21
tiiuae/Falcon3-1B-Instruct,454.81,0.00,1324.18,399.00,8145.21
tiiuae/Falcon3-1B-Instruct,455.11,0.00,1324.18,399.50,8145.21
tiiuae/Falcon3-1B-Instruct,455.41,0.00,1324.18,389.30,8145.21
tiiuae/Falcon3-1B-Instruct,455.71,0.00,1324.18,399.00,8145.21
tiiuae/Falcon3-1B-Instruct,456.01,0.00,1324.18,389.00,8145.21
tiiuae/Falcon3-1B-Instruct,456.31,0.00,1324.18,399.20,8145.21
tiiuae/Falcon3-1B-Instruct,456.62,0.00,1324.18,399.00,8145.21
tiiuae/Falcon3-1B-Instruct,456.92,0.00,1324.18,399.30,8145.21
tiiuae/Falcon3-1B-Instruct,457.22,0.00,1324.18,399.20,8145.21
tiiuae/Falcon3-1B-Instruct,457.52,0.00,1324.18,399.20,8149.96
tiiuae/Falcon3-1B-Instruct,457.82,10.00,1324.18,399.00,8153.33
tiiuae/Falcon3-1B-Instruct,458.12,0.00,1324.18,389.00,8156.71
tiiuae/Falcon3-1B-Instruct,458.43,0.00,1324.18,399.30,8163.21
tiiuae/Falcon3-1B-Instruct,458.73,0.00,1324.18,399.20,8163.33
tiiuae/Falcon3-1B-Instruct,459.03,0.00,1324.18,399.00,8163.33
tiiuae/Falcon3-1B-Instruct,459.33,0.00,1324.18,399.10,8163.33
tiiuae/Falcon3-1B-Instruct,459.63,0.00,1324.18,399.10,8163.33
tiiuae/Falcon3-1B-Instruct,459.93,0.00,1324.18,399.30,8163.33
tiiuae/Falcon3-1B-Instruct,460.23,0.00,1324.18,399.00,8163.33
tiiuae/Falcon3-1B-Instruct,460.53,0.00,1324.18,399.10,8163.33
tiiuae/Falcon3-1B-Instruct,460.84,0.00,1324.18,399.20,8163.33
tiiuae/Falcon3-1B-Instruct,461.14,0.00,1324.18,399.30,8163.33
tiiuae/Falcon3-1B-Instruct,461.44,0.00,1324.18,399.10,8163.33
tiiuae/Falcon3-1B-Instruct,461.74,0.00,1324.18,399.00,8163.33
tiiuae/Falcon3-1B-Instruct,462.04,0.00,1324.18,389.10,8163.33
tiiuae/Falcon3-1B-Instruct,462.34,0.00,1324.18,399.30,8163.33
tiiuae/Falcon3-1B-Instruct,462.64,0.00,1324.18,399.00,8163.33
tiiuae/Falcon3-1B-Instruct,462.95,0.00,1324.18,399.30,8168.58
tiiuae/Falcon3-1B-Instruct,463.25,0.00,1324.18,399.20,8171.96
tiiuae/Falcon3-1B-Instruct,463.55,0.00,1324.18,389.10,8171.96
tiiuae/Falcon3-1B-Instruct,463.85,0.00,1324.18,399.30,8171.96
tiiuae/Falcon3-1B-Instruct,464.15,0.00,1324.18,399.30,8171.96
tiiuae/Falcon3-1B-Instruct,464.45,0.00,1324.18,399.10,8171.96
tiiuae/Falcon3-1B-Instruct,464.75,0.00,1324.18,399.10,8171.96
tiiuae/Falcon3-1B-Instruct,465.06,0.00,1324.18,399.20,8171.96
tiiuae/Falcon3-1B-Instruct,465.36,0.00,1324.18,399.00,8171.96
tiiuae/Falcon3-1B-Instruct,465.66,0.00,1324.18,389.20,8171.96
tiiuae/Falcon3-1B-Instruct,465.96,0.00,1324.18,409.00,8171.96
tiiuae/Falcon3-1B-Instruct,466.26,0.00,1324.18,389.10,8171.96
tiiuae/Falcon3-1B-Instruct,466.56,0.00,1324.18,399.20,8171.96
tiiuae/Falcon3-1B-Instruct,466.86,0.00,1324.18,399.30,8171.96
tiiuae/Falcon3-1B-Instruct,467.17,0.00,1324.18,399.00,8171.96
tiiuae/Falcon3-1B-Instruct,467.47,0.00,1324.18,399.00,8171.96
tiiuae/Falcon3-1B-Instruct,467.77,0.00,1324.18,399.40,8171.96
tiiuae/Falcon3-1B-Instruct,468.07,0.00,1324.18,409.00,8171.96
tiiuae/Falcon3-1B-Instruct,468.37,0.00,1324.18,399.00,8171.96
tiiuae/Falcon3-1B-Instruct,468.67,0.00,1324.18,399.20,8171.96
tiiuae/Falcon3-1B-Instruct,468.97,0.00,1324.18,399.20,8171.96
tiiuae/Falcon3-1B-Instruct,469.28,0.00,1324.18,399.20,8171.96
tiiuae/Falcon3-1B-Instruct,469.58,0.00,1324.18,399.10,8171.96
tiiuae/Falcon3-1B-Instruct,469.88,0.00,1324.18,399.10,8171.96
tiiuae/Falcon3-1B-Instruct,470.18,0.00,1324.18,399.10,8172.12
tiiuae/Falcon3-1B-Instruct,470.48,0.00,1324.18,399.10,8186.50
tiiuae/Falcon3-1B-Instruct,470.78,0.00,1324.18,399.10,8197.25
tiiuae/Falcon3-1B-Instruct,471.08,0.00,1324.18,389.10,8172.34
tiiuae/Falcon3-1B-Instruct,471.39,0.00,1324.18,399.00,8172.34
tiiuae/Falcon3-1B-Instruct,471.69,0.00,1324.18,389.20,8172.34
tiiuae/Falcon3-1B-Instruct,471.99,0.00,1324.18,399.10,8172.34
tiiuae/Falcon3-1B-Instruct,472.29,0.00,1324.18,389.00,8172.34
tiiuae/Falcon3-1B-Instruct,472.59,0.00,1324.18,399.10,8172.34
tiiuae/Falcon3-1B-Instruct,472.89,0.00,1324.18,389.10,8172.34
tiiuae/Falcon3-1B-Instruct,473.20,0.00,1324.18,399.10,8172.34
tiiuae/Falcon3-1B-Instruct,473.50,0.00,1324.18,399.20,8172.34
tiiuae/Falcon3-1B-Instruct,473.80,0.00,1324.18,399.10,8172.34
tiiuae/Falcon3-1B-Instruct,474.10,0.00,1324.18,399.10,8172.34
tiiuae/Falcon3-1B-Instruct,474.40,10.00,1324.18,389.10,8172.34
tiiuae/Falcon3-1B-Instruct,474.70,0.00,1324.18,399.00,8172.34
tiiuae/Falcon3-1B-Instruct,475.00,0.00,1324.18,399.30,8172.34
tiiuae/Falcon3-1B-Instruct,475.30,0.00,1324.18,399.10,8172.34
tiiuae/Falcon3-1B-Instruct,475.61,0.00,1324.18,409.30,8172.34
tiiuae/Falcon3-1B-Instruct,475.91,0.00,1324.18,389.00,8172.34
tiiuae/Falcon3-1B-Instruct,476.21,0.00,1324.18,399.00,8172.34
tiiuae/Falcon3-1B-Instruct,476.51,0.00,1324.18,399.00,8172.34
tiiuae/Falcon3-1B-Instruct,476.81,0.00,1324.18,389.10,8172.34
tiiuae/Falcon3-1B-Instruct,477.11,0.00,1324.18,399.20,8172.34
tiiuae/Falcon3-1B-Instruct,477.41,0.00,1324.18,399.10,8172.34
tiiuae/Falcon3-1B-Instruct,477.72,0.00,1324.18,389.30,8172.34
tiiuae/Falcon3-1B-Instruct,478.02,0.00,1324.18,409.00,8172.44
tiiuae/Falcon3-1B-Instruct,478.32,0.00,1324.18,389.00,8172.42
tiiuae/Falcon3-1B-Instruct,478.62,0.00,1324.18,409.40,8172.42
tiiuae/Falcon3-1B-Instruct,478.92,0.00,1324.18,389.10,8172.42
tiiuae/Falcon3-1B-Instruct,479.22,10.00,1324.18,399.10,8172.42
tiiuae/Falcon3-1B-Instruct,479.52,0.00,1324.18,399.10,8172.42
tiiuae/Falcon3-1B-Instruct,479.83,0.00,1324.18,399.00,8172.42
tiiuae/Falcon3-1B-Instruct,480.13,0.00,1324.18,399.20,8172.42
tiiuae/Falcon3-1B-Instruct,480.43,0.00,1324.18,399.20,8172.42
tiiuae/Falcon3-1B-Instruct,480.73,0.00,1324.18,399.20,8172.42
tiiuae/Falcon3-1B-Instruct,481.03,0.00,1324.18,389.10,8172.42
tiiuae/Falcon3-1B-Instruct,481.33,0.00,1324.18,399.00,8172.42
tiiuae/Falcon3-1B-Instruct,481.63,0.00,1324.18,399.30,8172.42
tiiuae/Falcon3-1B-Instruct,481.94,0.00,1324.18,389.30,8172.42
tiiuae/Falcon3-1B-Instruct,482.24,0.00,1324.18,389.10,8172.42
tiiuae/Falcon3-1B-Instruct,482.54,0.00,1324.18,389.10,8172.42
tiiuae/Falcon3-1B-Instruct,482.84,0.00,1324.18,409.10,8172.42
tiiuae/Falcon3-1B-Instruct,483.14,0.00,1324.18,399.00,8172.42
tiiuae/Falcon3-1B-Instruct,483.44,0.00,1324.18,399.20,8172.42
tiiuae/Falcon3-1B-Instruct,483.74,0.00,1324.18,399.00,8172.42
tiiuae/Falcon3-1B-Instruct,484.05,0.00,1324.18,399.30,8172.42
tiiuae/Falcon3-1B-Instruct,484.35,0.00,1324.18,399.10,8174.04
tiiuae/Falcon3-1B-Instruct,484.65,0.00,1324.18,399.00,8174.17
tiiuae/Falcon3-1B-Instruct,484.95,0.00,1324.18,389.10,8174.17
tiiuae/Falcon3-1B-Instruct,485.25,0.00,1324.18,399.00,8174.29
tiiuae/Falcon3-1B-Instruct,485.55,0.00,1324.18,399.10,8174.29
tiiuae/Falcon3-1B-Instruct,485.85,0.00,1324.18,399.00,8174.29
tiiuae/Falcon3-1B-Instruct,486.16,0.00,1324.18,399.20,8174.29
tiiuae/Falcon3-1B-Instruct,486.46,0.00,1324.18,399.10,8174.29
tiiuae/Falcon3-1B-Instruct,486.76,0.00,1324.18,399.40,8194.30
tiiuae/Falcon3-1B-Instruct,487.06,0.00,1324.18,399.00,8206.43
tiiuae/Falcon3-1B-Instruct,487.36,0.00,1324.18,409.30,8210.43
tiiuae/Falcon3-1B-Instruct,487.66,0.00,1324.18,399.00,8218.55
tiiuae/Falcon3-1B-Instruct,487.96,0.00,1324.18,398.90,8226.68
tiiuae/Falcon3-1B-Instruct,488.27,0.00,1324.18,399.00,8226.68
tiiuae/Falcon3-1B-Instruct,488.57,0.00,1324.18,409.30,8226.68
tiiuae/Falcon3-1B-Instruct,488.87,0.00,1324.18,389.00,8226.68
tiiuae/Falcon3-1B-Instruct,489.17,0.00,1324.18,398.90,8174.49
tiiuae/Falcon3-1B-Instruct,489.47,0.00,1324.18,399.10,8175.24
tiiuae/Falcon3-1B-Instruct,489.77,0.00,1324.18,399.10,8175.24
tiiuae/Falcon3-1B-Instruct,490.07,0.00,1324.18,389.10,8179.36
tiiuae/Falcon3-1B-Instruct,490.38,0.00,1324.18,389.10,8179.36
tiiuae/Falcon3-1B-Instruct,490.68,0.00,1324.18,399.00,8179.49
tiiuae/Falcon3-1B-Instruct,490.98,0.00,1324.18,409.00,8179.49
tiiuae/Falcon3-1B-Instruct,491.28,0.00,1324.18,399.20,8179.49
tiiuae/Falcon3-1B-Instruct,491.58,0.00,1324.18,399.10,8179.49
tiiuae/Falcon3-1B-Instruct,491.88,0.00,1324.18,389.10,8179.74
tiiuae/Falcon3-1B-Instruct,492.19,0.00,1324.18,399.20,8179.74
tiiuae/Falcon3-1B-Instruct,492.49,0.00,1324.18,399.20,8179.86
tiiuae/Falcon3-1B-Instruct,492.79,0.00,1324.18,389.30,8179.86
tiiuae/Falcon3-1B-Instruct,493.09,0.00,1324.18,399.30,8179.86
tiiuae/Falcon3-1B-Instruct,493.39,0.00,1324.18,409.20,8179.86
tiiuae/Falcon3-1B-Instruct,493.69,0.00,1324.18,389.10,8179.86
tiiuae/Falcon3-1B-Instruct,493.99,0.00,1324.18,399.00,8179.86
tiiuae/Falcon3-1B-Instruct,494.29,0.00,1324.18,399.20,8179.86
tiiuae/Falcon3-1B-Instruct,494.60,0.00,1324.18,399.10,8180.24
tiiuae/Falcon3-1B-Instruct,494.90,0.00,1324.18,409.00,8180.36
tiiuae/Falcon3-1B-Instruct,495.20,0.00,1324.18,409.20,8188.86
tiiuae/Falcon3-1B-Instruct,495.50,0.00,1324.18,399.10,8193.11
tiiuae/Falcon3-1B-Instruct,495.80,0.00,1324.18,389.30,8197.24
tiiuae/Falcon3-1B-Instruct,496.10,0.00,1324.18,419.60,8197.24
tiiuae/Falcon3-1B-Instruct,496.40,0.00,1324.18,399.00,8197.24
tiiuae/Falcon3-1B-Instruct,496.71,0.00,1324.18,409.00,8197.61
tiiuae/Falcon3-1B-Instruct,497.01,0.00,1324.18,389.10,8197.68
tiiuae/Falcon3-1B-Instruct,497.31,0.00,1324.18,399.10,8240.30
tiiuae/Falcon3-1B-Instruct,497.61,0.00,1324.18,399.00,8240.30
tiiuae/Falcon3-1B-Instruct,497.91,10.00,1324.18,399.00,8240.43
tiiuae/Falcon3-1B-Instruct,498.21,0.00,1324.18,399.30,8240.43
tiiuae/Falcon3-1B-Instruct,498.51,0.00,1324.18,389.30,8240.43
tiiuae/Falcon3-1B-Instruct,498.82,0.00,1324.18,399.20,8240.43
tiiuae/Falcon3-1B-Instruct,499.12,0.00,1324.18,409.40,8197.64
tiiuae/Falcon3-1B-Instruct,499.42,0.00,1324.18,399.40,8197.64
tiiuae/Falcon3-1B-Instruct,499.72,0.00,1324.18,399.00,8197.64
tiiuae/Falcon3-1B-Instruct,500.02,0.00,1324.18,389.10,8197.64
tiiuae/Falcon3-1B-Instruct,500.32,0.00,1324.18,409.00,8197.64
tiiuae/Falcon3-1B-Instruct,500.62,0.00,1324.18,399.10,8197.64
tiiuae/Falcon3-1B-Instruct,500.92,0.00,1324.18,399.00,8197.64
tiiuae/Falcon3-1B-Instruct,501.23,0.00,1324.18,399.10,8197.64
tiiuae/Falcon3-1B-Instruct,501.53,0.00,1324.18,389.30,8197.64
tiiuae/Falcon3-1B-Instruct,501.83,0.00,1324.18,399.30,8197.64
tiiuae/Falcon3-1B-Instruct,502.13,0.00,1324.18,399.20,8197.64
tiiuae/Falcon3-1B-Instruct,502.43,0.00,1324.18,399.00,8197.64
tiiuae/Falcon3-1B-Instruct,502.73,0.00,1324.18,399.10,8197.64
tiiuae/Falcon3-1B-Instruct,503.03,0.00,1324.18,409.10,8197.64
tiiuae/Falcon3-1B-Instruct,503.34,0.00,1324.18,399.20,8197.64
tiiuae/Falcon3-1B-Instruct,503.64,0.00,1324.18,399.10,8197.64
tiiuae/Falcon3-1B-Instruct,503.94,0.00,1324.18,399.10,8197.64
tiiuae/Falcon3-1B-Instruct,504.24,0.00,1324.18,399.00,8197.64
tiiuae/Falcon3-1B-Instruct,504.54,0.00,1324.18,399.10,8197.64
tiiuae/Falcon3-1B-Instruct,504.84,0.00,1324.18,389.30,8197.64
tiiuae/Falcon3-1B-Instruct,505.15,0.00,1324.18,389.20,8197.64
tiiuae/Falcon3-1B-Instruct,505.45,0.00,1324.18,398.90,8197.64
tiiuae/Falcon3-1B-Instruct,505.75,0.00,1324.18,389.20,8197.64
tiiuae/Falcon3-1B-Instruct,506.05,0.00,1324.18,389.10,8200.89
tiiuae/Falcon3-1B-Instruct,506.35,0.00,1324.18,409.00,8201.02
tiiuae/Falcon3-1B-Instruct,506.65,0.00,1324.18,389.30,8201.14
tiiuae/Falcon3-1B-Instruct,506.95,0.00,1324.18,409.10,8201.14
tiiuae/Falcon3-1B-Instruct,507.25,0.00,1324.18,389.10,8201.14
tiiuae/Falcon3-1B-Instruct,507.56,0.00,1324.18,399.10,8201.14
tiiuae/Falcon3-1B-Instruct,507.86,0.00,1324.18,389.20,8201.14
tiiuae/Falcon3-1B-Instruct,508.16,0.00,1324.18,399.10,8201.77
tiiuae/Falcon3-1B-Instruct,508.46,0.00,1324.18,389.30,8201.77
tiiuae/Falcon3-1B-Instruct,508.76,0.00,1324.18,399.40,8219.94
tiiuae/Falcon3-1B-Instruct,509.06,0.00,1324.18,399.10,8247.44
tiiuae/Falcon3-1B-Instruct,509.36,0.00,1324.18,399.30,8247.57
tiiuae/Falcon3-1B-Instruct,509.67,0.00,1324.18,399.00,8252.19
tiiuae/Falcon3-1B-Instruct,509.97,0.00,1324.18,399.20,8252.19
tiiuae/Falcon3-1B-Instruct,510.27,0.00,1324.18,399.20,8252.19
